Date,Project_ID,Region,Project_Type,Contractor_Tier,Planned_Budget_K,Actual_Cost_K,Budget_Variance_Pct,Sensor_Vibration_mm_s,Sensor_Temp_C,Efficiency_Score,Material_Price_Index,,
2023-01-04 00:00:00,PROJ-1013,North America,Industrial Plant,Tier 3,623.9152394,666.0617559,6.755167024,5.14686338,64.47101385,54.1542397,100.7579043,,
2023-01-04 00:00:00,PROJ-1014,LATAM,Industrial Plant,Tier 2,2774.548031,3173.264903,14.37051613,0.548133239,43.32307171,95.73407555,100.8160221,,   
2023-01-04 00:00:00,PROJ-1015,APAC,Renewable Energy,Tier 2,4838.078332,4982.734403,2.989948918,2.229761225,50.42165953,77.89327948,100.8740994,,
2023-01-05 00:00:00,PROJ-1016,LATAM,Industrial Plant,Tier 1,2228.930208,2343.306487,5.131442809,1.860694111,48.93540576,86.49826336,100.9321333,,
2023-01-05 00:00:00,PROJ-1017,LATAM,Industrial Plant,Tier 2,675.4820566,747.1705209,10.61293392,1.820855699,44.12863438,82.66008241,100.9901209,,
2023-01-05 00:00:00,PROJ-1018,LATAM,Renewable Energy,Tier 2,639.3010591,616.1475568,-3.621689964,1.953644243,49.32465841,83.017864,101.0480594,,
2023-01-05 00:00:00,PROJ-1019,North America,Infrastructure,Tier 2,2245.94042,2670.823322,18.91781719,7.363278681,78.75513201,41.97561872,101.1059458,,
2023-01-06 00:00:00,PROJ-1020,EMEA,Renewable Energy,Tier 3,1220.112214,1269.940343,4.083897269,0.3246860529,40.36062515,95.08488524,101.1637774,,
2023-01-06 00:00:00,PROJ-1021,APAC,Industrial Plant,Tier 1,605.0844335,643.433682,6.337834256,5.995646365,70.08328456,51.86093708,101.2215512,,
2023-01-06 00:00:00,PROJ-1022,EMEA,Renewable Energy,Tier 2,3902.961263,3814.099126,-2.276787572,2.090281944,48.93950831,78.73625294,101.2792644,,
2023-01-06 00:00:00,PROJ-1023,LATAM,Infrastructure,Tier 3,2563.35354,2817.166162,9.901584697,4.561353898,63.52765284,65.40179563,101.3369142,,
2023-01-07 00:00:00,PROJ-1024,LATAM,Renewable Energy,Tier 2,1801.601474,1886.773416,4.727568415,2.657740917,52.85565819,84.03281408,101.3944977,,
2023-01-07 00:00:00,PROJ-1025,EMEA,Industrial Plant,Tier 2,4550.374324,5216.389621,14.63649471,0.9189522273,42.71627806,100,101.452012,,
2023-01-07 00:00:00,PROJ-1026,EMEA,Infrastructure,Tier 2,1022.625321,1138.544814,11.33548045,6.383058557,74.58039572,49.20903599,101.5094543,,
2023-01-07 00:00:00,PROJ-1027,EMEA,Oil & Gas,Tier 2,4801.63473,5402.853507,12.52112687,5.734403618,70.52988212,56.48938348,101.5668217,,
2023-01-08 00:00:00,PROJ-1028,LATAM,Industrial Plant,Tier 3,1912.850228,1850.301061,-3.2699459,0.9868012927,43.72419294,86.76371264,101.6241116,,
2023-01-08 00:00:00,PROJ-1029,LATAM,Infrastructure,Tier 2,4497.816525,5021.292565,11.63844805,3.839555036,60.1933518,73.79176269,101.6813209,,
2023-01-08 00:00:00,PROJ-1030,APAC,Infrastructure,Tier 3,3213.242944,3689.490892,14.82141114,1.522828252,48.68896526,90.1460595,101.7384469,,
2023-01-08 00:00:00,PROJ-1031,APAC,Oil & Gas,Tier 2,4220.183119,4431.054748,4.996741207,0.5748643443,44.15892419,93.94928491,101.7954868,,
2023-01-09 00:00:00,PROJ-1032,LATAM,Renewable Energy,,4928.059234,4791.247316,-2.776182511,1.274751862,42.98524752,93.5135275,101.8524378,,
2023-01-09 00:00:00,PROJ-1033,EMEA,Renewable Energy,Tier 1,1797.82447,1772.552888,-1.405675738,6.135170703,72.6890666,50.15520614,101.9092971,,
2023-01-09 00:00:00,PROJ-1034,EMEA,Industrial Plant,Tier 2,4825.109684,5287.251005,9.577840733,4.638718481,62.05419448,61.5161766,101.9660618,,
2023-01-09 00:00:00,PROJ-1035,APAC,Oil & Gas,Tier 2,2252.668527,2454.72592,8.969690399,1.972394889,49.14631858,85.64684566,102.0227292,,
2023-01-10 00:00:00,PROJ-1036,LATAM,Renewable Energy,Tier 3,2234.803571,2024.397278,-9.41497929,6.154605884,76.04879292,47.57308943,102.0792966,,
2023-01-10 00:00:00,PROJ-1037,APAC,Oil & Gas,Tier 2,2031.741969,1997.936813,-1.663850839,5.440742964,67.80746158,59.53893058,102.135761,,
2023-01-10 00:00:00,PROJ-1038,APAC,Renewable Energy,Tier 3,2936.334233,2904.181009,-1.095012407,1.276564098,45.61017554,86.61951778,102.1921199,,
2023-01-10 00:00:00,PROJ-1039,North America,Infrastructure,Tier 1,1193.652694,1404.113931,17.63169787,7.169898109,71.4389018,39.49065076,102.2483703,,
2023-01-11 00:00:00,PROJ-1040,North America,Renewable Energy,,2991.701684,2632.33026,-12.0122747,1.845532992,52.00719323,82.5066667,102.3045096,,
2023-01-11 00:00:00,PROJ-1041,North America,Oil & Gas,Tier 3,2937.671656,3150.696447,7.251484031,2.058852052,47.60384092,85.8076837,102.3605351,,
2023-01-11 00:00:00,PROJ-1042,EMEA,Infrastructure,Tier 3,3928.558157,4398.96665,11.97407483,0.3355472145,39.67085827,95.4652962,102.4164438,,
2023-01-11 00:00:00,PROJ-1043,LATAM,Infrastructure,Tier 3,4251.424829,5228.527341,22.98294222,1.498259874,46.82859477,83.96993365,102.4722333,,
2023-01-12 00:00:00,PROJ-1044,LATAM,Infrastructure,Tier 3,2481.986076,2799.335908,12.78612458,2.2434142,54.04989458,80.2356464,102.5279006,,
2023-01-12 00:00:00,PROJ-1045,LATAM,Oil & Gas,Tier 2,1860.499622,2085.739882,12.10643942,3.14439913,57.26847563,74.74867985,102.5834432,,
2023-01-12 00:00:00,PROJ-1046,LATAM,Industrial Plant,Tier 1,1667.007038,1813.08334,8.762788556,0.9220371417,44.29451069,89.08078542,102.6388583,,
2023-01-12 00:00:00,PROJ-1047,North America,Industrial Plant,,1375.807265,1327.584409,-3.505058991,1.329448601,47.26382713,85.90936786,102.6941432,,
2023-01-13 00:00:00,PROJ-1048,EMEA,Industrial Plant,Tier 3,759.4141199,851.6701695,12.14831897,7.274246912,75.17046318,48.1399137,102.7492952,,
2023-01-13 00:00:00,PROJ-1049,EMEA,Oil & Gas,Tier 2,2041.015905,2269.297018,11.18468078,5.198365456,66.27113466,55.83138014,102.8043117,,
2023-01-13 00:00:00,PROJ-1050,North America,Infrastructure,Tier 3,1716.114615,2023.686023,17.92254468,5.860407256,69.44870977,52.14761484,102.85919,,
2023-01-13 00:00:00,PROJ-1051,EMEA,Industrial Plant,Tier 2,4848.878236,6264.832318,29.20168361,2.39326654,53.90387249,79.75215668,102.9139273,,
2023-01-14 00:00:00,PROJ-1052,North America,Oil & Gas,Tier 1,3009.689718,2965.669359,-1.462621167,3.213220661,58.00045955,73.03016429,102.9685212,,
2023-01-14 00:00:00,PROJ-1053,LATAM,Industrial Plant,Tier 1,2062.746676,2419.877473,17.31336191,3.900179123,60.48885038,70.66260724,103.0229689,,
2023-01-14 00:00:00,PROJ-1054,North America,Renewable Energy,Tier 2,3112.104204,3128.72339,0.5340176511,7.204029119,75.29545048,45.2121959,103.0772679,,
2023-01-14 00:00:00,PROJ-1055,LATAM,Industrial Plant,Tier 2,1126.385156,1233.972691,9.551576084,0.5613873648,44.29058141,94.59103779,103.1314154,,
2023-01-15 00:00:00,PROJ-1056,LATAM,Industrial Plant,Tier 2,2498.196871,2691.912899,7.754233875,1.629757741,47.96485177,83.25250322,103.185409,,
2023-01-15 00:00:00,PROJ-1057,APAC,Infrastructure,Tier 2,3318.054446,3734.823356,12.56064108,3.001869222,52.84551737,79.80836691,103.2392459,,
2023-01-15 00:00:00,PROJ-1058,North America,Oil & Gas,Tier 1,2700.040243,2885.422816,6.865918895,2.670487998,52.5458644,78.35007275,103.2929237,,
2023-01-15 00:00:00,PROJ-1059,APAC,Infrastructure,Tier 2,2308.004603,2697.934485,16.89467523,1.314604376,46.74207585,94.67413043,103.3464397,,
2023-01-16 00:00:00,PROJ-1060,North America,Infrastructure,Tier 2,4972.31775,5284.392905,6.276251244,3.664536214,60.14311264,63.94695259,103.3997913,,
2023-01-16 00:00:00,PROJ-1061,North America,Infrastructure,Tier 3,4461.41643,5323.176052,19.31583021,1.684776115,48.05682423,87.10800075,103.4529761,,
2023-01-16 00:00:00,PROJ-1062,APAC,Infrastructure,Tier 2,3305.326812,3722.025468,12.60688217,2.524924939,50.20622727,85.55641949,103.5059915,,
2023-01-16 00:00:00,PROJ-1063,APAC,Infrastructure,Tier 2,3062.198125,3322.549312,8.502101301,3.549052029,57.85874351,70.54779136,103.558835,,
2023-01-17 00:00:00,PROJ-1064,North America,Industrial Plant,Tier 1,3292.972159,3476.388422,5.569930567,1.752095517,48.98738966,85.3067556,103.611504,,
2023-01-17 00:00:00,PROJ-1065,EMEA,Infrastructure,Tier 1,1405.904485,1718.417482,22.228608,4.373822898,62.24078975,65.89595189,103.663996,,
2023-01-17 00:00:00,PROJ-1066,LATAM,Infrastructure,Tier 2,2278.119845,2549.713266,11.92182325,4.937877411,66.52913009,58.82059326,103.7163086,,
2023-01-17 00:00:00,PROJ-1067,APAC,Oil & Gas,Tier 2,677.567898,758.6829044,11.9714949,1.359191902,48.83380599,88.19024899,103.7684393,,
2023-01-18 00:00:00,PROJ-1068,LATAM,Renewable Energy,Tier 2,2639.957169,2594.341956,-1.727877006,1.674729026,47.18522338,85.58872251,103.8203856,,
2023-01-18 00:00:00,PROJ-1069,EMEA,Industrial Plant,Tier 2,2943.610628,3299.574926,12.09277799,1.056867026,44.05204822,89.66280159,103.872145,,
2023-01-18 00:00:00,PROJ-1070,EMEA,Industrial Plant,Tier 2,1524.873812,1703.310609,11.70174179,2.482055882,50.32988199,83.83012259,103.9237152,,
2023-01-18 00:00:00,PROJ-1071,EMEA,Industrial Plant,Tier 3,4838.129812,5708.145911,17.9824877,3.14282989,57.11178079,76.24059497,103.9750936,,
2023-01-19 00:00:00,PROJ-1072,APAC,Infrastructure,Tier 3,4592.545749,5235.066198,13.99050731,1.893066193,52.36297118,85.60735515,104.0262779,,
2023-01-19 00:00:00,PROJ-1073,EMEA,Infrastructure,Tier 1,3749.64456,4456.25627,18.84476513,3.078686842,54.76327036,77.79621828,104.0772657,,
2023-01-19 00:00:00,PROJ-1074,APAC,Infrastructure,Tier 2,2900.239829,3351.629918,15.56388835,1.637879671,47.70653723,86.10389513,104.1280546,,
2023-01-19 00:00:00,PROJ-1075,EMEA,Oil & Gas,Tier 1,4414.861218,5171.007514,17.1272948,25,51.34741814,84.2152237,104.1786421,,
2023-01-20 00:00:00,PROJ-1076,LATAM,Renewable Energy,Tier 2,1087.935547,1069.810049,-1.666045177,3.26273231,57.32477726,72.09026861,104.2290261,,
2023-01-20 00:00:00,PROJ-1077,LATAM,Infrastructure,Tier 3,4057.294074,4839.69376,19.28378055,1.776884884,49.75689583,85.79027005,104.279204,,
2023-01-20 00:00:00,PROJ-1078,North America,Renewable Energy,Tier 1,1061.693663,1072.385383,1.00704379,2.379744245,49.51688821,77.78441092,104.3291737,,
2023-01-20 00:00:00,PROJ-1079,LATAM,Oil & Gas,Tier 2,4073.947981,4466.960318,9.646965026,3.34745779,58.09474509,71.71955463,104.3789327,,
2023-01-21 00:00:00,PROJ-1080,North America,Industrial Plant,Tier 2,1740.954057,1888.856172,8.495463416,3.045881232,53.37113348,74.08460022,104.4284787,,
2023-01-21 00:00:00,PROJ-1081,LATAM,Infrastructure,Tier 3,4446.907615,5178.440917,16.45038228,1.657436424,46.01914175,93.1141773,104.4778096,,
2023-01-21 00:00:00,PROJ-1082,APAC,Renewable Energy,Tier 2,4748.189422,4815.007457,1.40723188,5.283802943,65.72547156,49.40813164,104.526923,,
2023-01-21 00:00:00,PROJ-1083,LATAM,Renewable Energy,Tier 1,1169.581862,1205.780856,3.095037234,3.777226131,57.71454521,69.24333179,104.5758166,,
2023-01-22 00:00:00,PROJ-1084,North America,Infrastructure,Tier 2,2582.040223,3203.645204,24.07417883,3.002147108,54.56753615,81.15990451,104.6244882,,
2023-01-22 00:00:00,PROJ-1085,North America,Industrial Plant,Tier 2,4914.443202,5569.117229,13.3214283,0.9273365362,41.75471941,92.9468411,104.6729356,,
2023-01-22 00:00:00,PROJ-1086,EMEA,Industrial Plant,Tier 1,2675.333462,3014.925171,12.6934348,2.720217867,55.51872195,80.49850948,104.7211566,,
2023-01-22 00:00:00,PROJ-1087,APAC,Industrial Plant,,4385.963851,4628.950045,5.540086559,1.472708487,49.61891503,88.51781105,104.7691489,,
2023-01-23 00:00:00,PROJ-1088,LATAM,Oil & Gas,Tier 1,3149.29185,3310.194695,5.109175445,3.583990066,54.02526538,69.32607933,104.8169105,,
2023-01-23 00:00:00,PROJ-1089,EMEA,Renewable Energy,Tier 1,2188.984586,2339.412325,6.872032847,0.04544675446,42.18414938,92.91067816,104.8644391,,
2023-01-23 00:00:00,PROJ-1090,LATAM,Renewable Energy,Tier 2,1786.026,1901.54328,6.467838642,2.03572882,48.55758684,84.3305365,104.9117326,,
2023-01-23 00:00:00,PROJ-1091,LATAM,Renewable Energy,Tier 1,1414.50391,1549.032008,9.510620446,1.596119747,49.69454981,84.90422221,104.9587889,,
2023-01-24 00:00:00,PROJ-1092,EMEA,Oil & Gas,Tier 2,3928.091861,4190.414021,6.678106557,4.385150482,61.78885942,62.51778993,105.0056058,,
2023-01-24 00:00:00,PROJ-1093,EMEA,Renewable Energy,Tier 2,2239.432281,2258.003934,0.8293018577,0.3513604406,41.81435333,95.69215471,105.0521813,,
2023-01-24 00:00:00,PROJ-1094,EMEA,Oil & Gas,Tier 3,2800.73958,2828.266288,0.9828371061,2.589132654,52.57546797,84.52152299,105.0985133,,
2023-01-24 00:00:00,PROJ-1095,EMEA,Industrial Plant,Tier 2,2715.46466,2875.151796,5.880656027,3.744573773,61.14712728,77.25792244,105.1445996,,
2023-01-25 00:00:00,PROJ-1096,EMEA,Infrastructure,Tier 1,3097.755632,3739.929061,20.73028044,8.094369599,77.99267197,35.89666702,105.1904384,,
2023-01-25 00:00:00,PROJ-1097,LATAM,Renewable Energy,Tier 1,4395.097155,4378.43418,-0.3791264341,1.678301591,49.60718863,85.1792856,105.2360275,,
2023-01-25 00:00:00,PROJ-1098,EMEA,Renewable Energy,Tier 2,4913.327046,5172.084809,5.266446956,3.182417956,58.11475011,71.0089771,105.2813649,,
2023-01-25 00:00:00,PROJ-1099,APAC,Industrial Plant,,2334.128939,2496.847678,6.971283228,0.3812066819,43.33871357,98.35596703,105.3264487,,
2023-01-26 00:00:00,PROJ-1100,North America,Infrastructure,Tier 1,4223.835149,4936.114321,16.86332791,25,57.09563777,85.43473289,105.3712768,,
2023-01-26 00:00:00,PROJ-1101,EMEA,Oil & Gas,Tier 3,3940.375076,4085.684183,3.687697356,5.547063911,66.67742603,54.88146755,105.4158473,,
2023-01-26 00:00:00,PROJ-1102,EMEA,Infrastructure,Tier 1,3080.880282,3558.10723,15.48995434,8.146059394,82.64490661,27.69453673,105.4601583,,
2023-01-26 00:00:00,PROJ-1103,LATAM,Industrial Plant,Tier 2,4802.212146,4410.729365,-8.152134243,3.404014355,56.8078905,74.77803418,105.5042079,,
2023-01-27 00:00:00,PROJ-1104,EMEA,Industrial Plant,Tier 3,1402.13532,1500.155245,6.990760746,0.5250210833,45.09191757,98.75603047,105.547994,,
2023-01-27 00:00:00,PROJ-1105,EMEA,Infrastructure,Tier 3,991.6889464,1047.469256,5.624778849,6.151039018,70.7398171,46.03415094,105.591515,,
2023-01-27 00:00:00,PROJ-1106,EMEA,Oil & Gas,Tier 3,4342.828851,5065.170264,16.63296984,0.5304083066,41.87628997,96.2861861,105.6347688,,
2023-01-27 00:00:00,PROJ-1107,LATAM,Oil & Gas,Tier 3,2476.174175,2829.666373,14.27574044,0.8409409765,46.81684929,94.62615024,105.6777536,,
2023-01-28 00:00:00,PROJ-1108,EMEA,Renewable Energy,Tier 2,4311.359844,4500.198354,4.380022008,6.502343672,71.52859448,47.76192872,105.7204677,,
2023-01-28 00:00:00,PROJ-1109,North America,Oil & Gas,Tier 3,4518.905923,5348.827138,18.36553425,2.351546395,48.93228046,78.81531608,105.7629091,,
2023-01-28 00:00:00,PROJ-1110,LATAM,Infrastructure,Tier 1,781.0591713,855.6013498,9.543730005,1.522831645,46.58046446,90.86515851,105.8050762,,
2023-01-28 00:00:00,PROJ-1111,North America,Industrial Plant,Tier 3,4475.591433,5255.944871,17.43576127,4.11176568,61.79689429,65.89573532,105.8469671,,
2023-01-29 00:00:00,PROJ-1112,LATAM,Renewable Energy,Tier 2,2517.435749,2687.467815,6.754176978,2.831842672,56.94329086,72.88970013,105.8885801,,
2023-01-29 00:00:00,PROJ-1113,EMEA,Renewable Energy,Tier 3,2796.946201,2819.141872,0.7935680352,5.214086454,66.29269102,52.13888491,105.9299134,,
2023-01-29 00:00:00,PROJ-1114,North America,Industrial Plant,Tier 2,3319.6663,3788.81312,14.13234879,2.930550678,57.28914752,80.33814314,105.9709653,,
2023-01-29 00:00:00,PROJ-1115,LATAM,Oil & Gas,Tier 2,4668.72173,4851.520192,3.915385682,2.98073751,52.18733771,78.00409185,106.0117342,,
2023-01-30 00:00:00,PROJ-1116,APAC,Industrial Plant,Tier 2,586.0224249,606.8122944,3.547623528,5.088972057,64.55833336,59.55214418,106.0522183,,
2023-01-30 00:00:00,PROJ-1117,EMEA,Oil & Gas,Tier 3,2645.795607,2821.813947,6.652756522,2.326583856,51.05576905,80.06650524,106.0924161,,
2023-01-30 00:00:00,PROJ-1118,LATAM,Industrial Plant,Tier 1,3594.749191,3779.645848,5.143520376,1.144799568,45.49487899,89.25460821,106.1323258,,
2023-01-30 00:00:00,PROJ-1119,APAC,Infrastructure,Tier 1,3752.18131,4087.055745,8.924793554,4.278080056,61.55858906,62.54814961,106.1719458,,
2023-01-31 00:00:00,PROJ-1120,LATAM,Oil & Gas,Tier 2,3616.395942,4221.308931,16.72695687,1.976504642,51.26434513,82.89359593,106.2112747,,
2023-01-31 00:00:00,PROJ-1121,APAC,Infrastructure,Tier 1,1104.958082,1254.255457,13.5115872,3.106689584,54.64383424,68.78622168,106.2503106,,
2023-01-31 00:00:00,PROJ-1122,EMEA,Renewable Energy,Tier 3,1847.280148,1917.435698,3.797775339,0.2847799084,41.70195692,95.51356977,106.2890523,,
2023-01-31 00:00:00,PROJ-1123,North America,Industrial Plant,Tier 2,2114.219864,2218.241651,4.920102621,2.252749353,51.17350098,81.04519263,106.327498,,
2023-02-01 00:00:00,PROJ-1124,APAC,Renewable Energy,Tier 3,4119.967435,3819.824641,-7.285076833,1.616763936,46.23203987,88.89552865,106.3656463,,
2023-02-01 00:00:00,PROJ-1125,LATAM,Renewable Energy,,1754.419426,1813.671302,3.377292528,0.2729935468,41.13763436,97.69627224,106.4034956,,
2023-02-01 00:00:00,PROJ-1126,EMEA,Renewable Energy,Tier 1,1448.172337,1335.902772,-7.752500375,2.308954916,51.25745552,83.91313002,106.4410446,,
2023-02-01 00:00:00,PROJ-1127,APAC,Renewable Energy,Tier 3,4808.516086,4887.854984,1.649966365,2.37038635,51.52177062,85.08431451,106.4782918,,
2023-02-02 00:00:00,PROJ-1128,LATAM,Industrial Plant,Tier 2,539.884783,543.1840124,0.6110987903,3.27313833,56.42921056,76.98940364,106.5152356,,
2023-02-02 00:00:00,PROJ-1129,LATAM,Renewable Energy,Tier 2,4990.193851,5595.759244,12.1351076,5.484276742,67.57273079,57.53731561,106.5518748,,
2023-02-02 00:00:00,PROJ-1130,LATAM,Industrial Plant,Tier 2,3545.695845,4003.847923,12.9213587,4.897519538,63.62300733,60.85543173,106.5882079,,
2023-02-02 00:00:00,PROJ-1131,APAC,Industrial Plant,Tier 3,4228.111848,4590.506294,8.571070473,1.714386766,51.1173633,83.34254185,106.6242336,,
2023-02-03 00:00:00,PROJ-1132,APAC,Infrastructure,Tier 2,1825.787284,2232.322802,22.2663134,2.877100038,52.04653893,79.20303185,106.6599505,,
2023-02-03 00:00:00,PROJ-1133,APAC,Oil & Gas,Tier 3,564.4187495,594.5884111,5.345262124,3.619918907,56.65765432,76.07989089,106.6953573,,
2023-02-03 00:00:00,PROJ-1134,North America,Oil & Gas,Tier 3,3820.412834,4316.651474,12.98913658,1.755863815,54.33924632,86.9794076,106.7304527,,
2023-02-03 00:00:00,PROJ-1135,APAC,Industrial Plant,Tier 2,4253.650687,4639.838626,9.078976342,0.5866939139,40.85748686,100,106.7652354,,
2023-02-04 00:00:00,PROJ-1136,APAC,Infrastructure,Tier 1,3832.142594,4465.140332,16.51811547,2.117642671,47.88070401,78.48214351,106.7997041,,
2023-02-04 00:00:00,PROJ-1137,APAC,Industrial Plant,Tier 2,1142.826293,1312.772664,14.8707089,5.640134799,69.66962749,51.41643145,106.8338577,,
2023-02-04 00:00:00,PROJ-1138,North America,Industrial Plant,Tier 1,3890.42565,4355.54383,11.95545736,0.5555007748,38.62326417,98.12159832,106.8676948,,
2023-02-04 00:00:00,PROJ-1139,APAC,Industrial Plant,Tier 1,3960.152519,4338.707767,9.559107779,1.036914397,44.71402417,92.49755545,106.9012144,,
2023-02-05 00:00:00,PROJ-1140,LATAM,Infrastructure,,3463.432321,3653.380707,5.484397242,1.257910664,50.58120317,93.87806122,106.9344152,,
2023-02-05 00:00:00,PROJ-1141,APAC,Oil & Gas,Tier 2,3947.521698,4133.83467,4.719745376,1.048299839,42.15162735,91.56718636,106.9672961,,
2023-02-05 00:00:00,PROJ-1142,LATAM,Infrastructure,Tier 3,4306.646479,4922.256771,14.29442363,4.124566,56.65890103,64.39954573,106.9998559,,
2023-02-05 00:00:00,PROJ-1143,LATAM,Renewable Energy,Tier 3,3261.218514,3341.972778,2.476199109,1.467666021,44.3399677,87.6178921,107.0320936,,
2023-02-06 00:00:00,PROJ-1144,LATAM,Infrastructure,Tier 3,898.7212129,975.1244562,8.501328583,4.202180684,62.80762256,61.78450261,107.0640081,,
2023-02-06 00:00:00,PROJ-1145,North America,Infrastructure,,2694.325144,3472.099779,28.86714088,2.58688805,55.18399369,75.91912358,107.0955982,,
2023-02-06 00:00:00,PROJ-1146,North America,Infrastructure,Tier 2,849.422006,1050.89867,23.71926582,0.4142615141,41.04612998,99.60323988,107.1268631,,
2023-02-06 00:00:00,PROJ-1147,North America,Infrastructure,Tier 2,2333.94364,2764.840523,18.46218034,1.788193356,50.30739159,88.3128154,107.1578016,,
2023-02-07 00:00:00,PROJ-1148,APAC,Oil & Gas,Tier 3,2331.979201,2574.416487,10.39620274,4.997709042,67.76905587,61.10734052,107.1884128,,
2023-02-07 00:00:00,PROJ-1149,LATAM,Renewable Energy,Tier 1,797.0442986,804.3590472,0.9177342535,2.811268528,57.63103547,72.34661921,107.2186956,,
2023-02-07 00:00:00,PROJ-1150,North America,Oil & Gas,Tier 3,2069.692403,2168.301831,4.76444847,1.903262089,49.02363988,83.69869256,107.2486493,,
2023-02-07 00:00:00,PROJ-1151,North America,Oil & Gas,Tier 2,999.4914446,1103.69985,10.42614285,5.685808869,63.82610091,50.83852938,107.2782727,,
2023-02-08 00:00:00,PROJ-1152,APAC,Infrastructure,Tier 2,4137.058445,4818.931608,16.48207711,0.9409279597,43.06288195,96.00217608,107.3075651,,
2023-02-08 00:00:00,PROJ-1153,North America,Industrial Plant,Tier 3,4764.596117,4826.273475,1.294492892,1.514993303,46.72135813,86.12888717,107.3365255,,
2023-02-08 00:00:00,PROJ-1154,APAC,Industrial Plant,Tier 2,825.4241387,906.3532829,9.804552653,4.68078166,62.8860307,59.29650359,107.3651532,,
2023-02-08 00:00:00,PROJ-1155,EMEA,Oil & Gas,Tier 3,4798.018433,5236.848808,9.146075231,4.065192269,59.95024254,67.56785035,107.3934472,,
2023-02-09 00:00:00,PROJ-1156,North America,Oil & Gas,Tier 3,2851.594697,2837.538001,-0.4929415683,0.8653069803,46.5643241,91.15708079,107.4214067,,
2023-02-09 00:00:00,PROJ-1157,EMEA,Infrastructure,Tier 2,1848.045551,2033.825619,10.05278619,3.53247234,60.21121856,76.19145301,107.4490311,,
2023-02-09 00:00:00,PROJ-1158,APAC,Oil & Gas,Tier 2,845.8793387,911.224952,7.725169566,1.446658608,46.88994573,86.22229845,107.4763194,,
2023-02-09 00:00:00,PROJ-1159,LATAM,Infrastructure,Tier 2,2752.809206,3464.526115,25.85420403,0.254997911,43.47195931,93.76233193,107.503271,,
2023-02-10 00:00:00,PROJ-1160,North America,Industrial Plant,Tier 3,4075.31995,4523.824677,11.00538687,1.934433708,50.38749127,78.06578979,107.5298852,,
2023-02-10 00:00:00,PROJ-1161,APAC,Industrial Plant,Tier 2,3681.889148,3710.917144,0.7883995269,8.489241349,82.57521869,31.9937097,107.5561613,,
2023-02-10 00:00:00,PROJ-1162,LATAM,Renewable Energy,Tier 2,726.0170516,758.5337949,4.478785076,5.056896526,67.09757094,57.85903745,107.5820985,,
2023-02-10 00:00:00,PROJ-1163,LATAM,Industrial Plant,Tier 2,828.0582592,825.1149961,-0.3554415403,2.409384446,52.19142633,76.43821061,107.6076963,,
2023-02-11 00:00:00,PROJ-1164,EMEA,Oil & Gas,Tier 3,2312.929772,2681.95311,15.9548008,0.5173308618,46.70227666,99.42903249,107.6329541,,
2023-02-11 00:00:00,PROJ-1165,APAC,Industrial Plant,Tier 1,1828.807223,1928.585608,5.45592688,0.2666627638,38.45649149,99.86843333,107.6578712,,
